"","Jahr","Monat","Tag","Stunde","Standort","Zaehlstand","laengengrad","breitengrad","uniMA_dist","Zeit_neu","Datum","Wochentag","Wochenende","Sommer","FeiertagBW","FeiertagRP","SchulferienBW","SemesterferionUM","WertRR","QualitaetRR","WertT2M","QualitaetT2M","WertF","QualitaetF","WertRF","QualitaetRF","WertSD","QualitaetSD","WertN","QualitaetN","Corona","Kontaktbeschr","TagesAusbr"
"1","2020","12","01","03","Renzstraße",5,8.481114,49.49027,1567.60388582477,2020-12-01 03:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,1,3,0.3,7,4.1,7,98,7,0,7,7,3,1,1,265
"2","2020","12","01","03","Renzstraße",5,8.481114,49.49027,1567.60388582477,2020-12-01 03:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,1,3,0.3,7,4.1,7,98,7,0,7,7,3,1,1,265
"3","2020","12","01","04","Renzstraße",9,8.481114,49.49027,1567.60388582477,2020-12-01 04:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0.6,3,0.2,7,3.7,7,99,7,0,7,8,3,1,1,265
"4","2020","12","01","04","Renzstraße",9,8.481114,49.49027,1567.60388582477,2020-12-01 04:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0.6,3,0.2,7,3.7,7,99,7,0,7,8,3,1,1,265
"5","2020","12","01","05","Renzstraße",44,8.481114,49.49027,1567.60388582477,2020-12-01 05:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,1.4,3,0.1,7,3.4,7,99,7,0,7,8,3,1,1,265
"6","2020","12","01","05","Renzstraße",44,8.481114,49.49027,1567.60388582477,2020-12-01 05:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,1.4,3,0.3,7,3.4,7,99,7,0,7,8,3,1,1,265
"7","2020","12","01","06","Renzstraße",58,8.481114,49.49027,1567.60388582477,2020-12-01 06:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,1.5,3,0.3,7,3.3,7,99,7,0,7,8,3,1,1,265
"8","2020","12","01","06","Renzstraße",58,8.481114,49.49027,1567.60388582477,2020-12-01 06:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,1.5,3,0.1,7,3.3,7,99,7,0,7,8,3,1,1,265
"9","2020","12","01","07","Renzstraße",194,8.481114,49.49027,1567.60388582477,2020-12-01 07:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0.3,3,0.3,7,3.2,7,98,7,0,7,8,3,1,1,265
"10","2020","12","01","07","Renzstraße",194,8.481114,49.49027,1567.60388582477,2020-12-01 07:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0.3,3,0.4,7,3.2,7,98,7,0,7,8,3,1,1,265
"11","2020","12","01","08","Renzstraße",198,8.481114,49.49027,1567.60388582477,2020-12-01 08:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,0.5,7,3.3,7,98,7,0,7,8,3,1,1,265
"12","2020","12","01","08","Renzstraße",198,8.481114,49.49027,1567.60388582477,2020-12-01 08:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,0.5,7,3.3,7,98,7,0,7,8,3,1,1,265
"13","2020","12","01","09","Renzstraße",110,8.481114,49.49027,1567.60388582477,2020-12-01 09:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,0.7,7,2.8,7,97,7,0,7,8,3,1,1,265
"14","2020","12","01","09","Renzstraße",110,8.481114,49.49027,1567.60388582477,2020-12-01 09:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,0.8,7,2.8,7,97,7,0,7,8,3,1,1,265
"15","2020","12","01","10","Renzstraße",90,8.481114,49.49027,1567.60388582477,2020-12-01 10:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,0.9,7,2.6,7,96,7,0,7,8,3,1,1,265
"16","2020","12","01","10","Renzstraße",90,8.481114,49.49027,1567.60388582477,2020-12-01 10:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,0.9,7,2.6,7,96,7,0,7,8,3,1,1,265
"17","2020","12","01","11","Renzstraße",82,8.481114,49.49027,1567.60388582477,2020-12-01 11:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.1,7,2.8,7,96,7,0,7,8,3,1,1,265
"18","2020","12","01","11","Renzstraße",82,8.481114,49.49027,1567.60388582477,2020-12-01 11:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.4,7,2.8,7,96,7,0,7,8,3,1,1,265
"19","2020","12","01","12","Renzstraße",95,8.481114,49.49027,1567.60388582477,2020-12-01 12:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.3,7,2.3,7,96,7,0,7,8,3,1,1,265
"20","2020","12","01","12","Renzstraße",95,8.481114,49.49027,1567.60388582477,2020-12-01 12:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.9,7,2.3,7,96,7,0,7,8,3,1,1,265
"21","2020","12","01","13","Renzstraße",133,8.481114,49.49027,1567.60388582477,2020-12-01 13:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.4,7,2.3,7,96,7,0,7,8,3,1,1,265
"22","2020","12","01","13","Renzstraße",133,8.481114,49.49027,1567.60388582477,2020-12-01 13:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,2.3,7,2.3,7,96,7,0,7,8,3,1,1,265
"23","2020","12","01","14","Renzstraße",168,8.481114,49.49027,1567.60388582477,2020-12-01 14:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,2.2,7,2.3,7,96,7,0,7,8,3,1,1,265
"24","2020","12","01","14","Renzstraße",168,8.481114,49.49027,1567.60388582477,2020-12-01 14:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.6,7,2.3,7,96,7,0,7,8,3,1,1,265
"25","2020","12","01","15","Renzstraße",173,8.481114,49.49027,1567.60388582477,2020-12-01 15:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.5,7,2.1,7,96,7,0,7,8,3,1,1,265
"26","2020","12","01","15","Renzstraße",173,8.481114,49.49027,1567.60388582477,2020-12-01 15:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,2.2,7,2.1,7,96,7,0,7,8,3,1,1,265
"27","2020","12","01","16","Renzstraße",214,8.481114,49.49027,1567.60388582477,2020-12-01 16:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.6,7,1.7,7,96,7,0,7,8,3,1,1,265
"28","2020","12","01","16","Renzstraße",214,8.481114,49.49027,1567.60388582477,2020-12-01 16:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.7,7,1.7,7,96,7,0,7,8,3,1,1,265
"29","2020","12","01","17","Renzstraße",185,8.481114,49.49027,1567.60388582477,2020-12-01 17:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.6,7,1.8,7,96,7,0,7,7,3,1,1,265
"30","2020","12","01","17","Renzstraße",185,8.481114,49.49027,1567.60388582477,2020-12-01 17:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.6,7,1.8,7,96,7,0,7,7,3,1,1,265
"31","2020","12","01","18","Renzstraße",136,8.481114,49.49027,1567.60388582477,2020-12-01 18:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.7,7,2,7,97,7,0,7,8,3,1,1,265
"32","2020","12","01","18","Renzstraße",136,8.481114,49.49027,1567.60388582477,2020-12-01 18:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.7,7,2,7,97,7,0,7,8,3,1,1,265
"33","2020","12","01","19","Renzstraße",91,8.481114,49.49027,1567.60388582477,2020-12-01 19:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.6,7,1.4,7,97,7,0,7,8,3,1,1,265
"34","2020","12","01","19","Renzstraße",91,8.481114,49.49027,1567.60388582477,2020-12-01 19:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.6,7,1.4,7,97,7,0,7,8,3,1,1,265
"35","2020","12","01","20","Renzstraße",56,8.481114,49.49027,1567.60388582477,2020-12-01 20:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.5,7,1.5,7,97,7,0,7,8,3,1,1,265
"36","2020","12","01","20","Renzstraße",56,8.481114,49.49027,1567.60388582477,2020-12-01 20:00:00,2020-12-01,"Di","Wochentag",0,0,0,0,0,0,3,1.7,7,1.5,7,97,7,0,7,8,3,1,1,265
"37","2020","12","02","03","Renzstraße",4,8.481114,49.49027,1567.60388582477,2020-12-02 03:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.2,7,2,7,94,7,0,7,5,3,1,1,266
"38","2020","12","02","03","Renzstraße",4,8.481114,49.49027,1567.60388582477,2020-12-02 03:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,2,7,94,7,0,7,5,3,1,1,266
"39","2020","12","02","04","Renzstraße",12,8.481114,49.49027,1567.60388582477,2020-12-02 04:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.6,7,1.8,7,90,7,0,7,8,3,1,1,266
"40","2020","12","02","04","Renzstraße",12,8.481114,49.49027,1567.60388582477,2020-12-02 04:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.8,7,1.8,7,90,7,0,7,8,3,1,1,266
"41","2020","12","02","05","Renzstraße",53,8.481114,49.49027,1567.60388582477,2020-12-02 05:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,2.5,7,86,7,0,7,8,3,1,1,266
"42","2020","12","02","05","Renzstraße",53,8.481114,49.49027,1567.60388582477,2020-12-02 05:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,2.5,7,86,7,0,7,8,3,1,1,266
"43","2020","12","02","06","Renzstraße",108,8.481114,49.49027,1567.60388582477,2020-12-02 06:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,2.9,7,86,7,0,7,8,3,1,1,266
"44","2020","12","02","06","Renzstraße",108,8.481114,49.49027,1567.60388582477,2020-12-02 06:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.8,7,2.9,7,86,7,0,7,8,3,1,1,266
"45","2020","12","02","07","Renzstraße",272,8.481114,49.49027,1567.60388582477,2020-12-02 07:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.8,7,2.8,7,85,7,0,7,8,3,1,1,266
"46","2020","12","02","07","Renzstraße",272,8.481114,49.49027,1567.60388582477,2020-12-02 07:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.9,7,2.8,7,85,7,0,7,8,3,1,1,266
"47","2020","12","02","08","Renzstraße",305,8.481114,49.49027,1567.60388582477,2020-12-02 08:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.5,7,3.2,7,86,7,0,7,7,3,1,1,266
"48","2020","12","02","08","Renzstraße",305,8.481114,49.49027,1567.60388582477,2020-12-02 08:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,3.2,7,86,7,0,7,7,3,1,1,266
"49","2020","12","02","09","Renzstraße",150,8.481114,49.49027,1567.60388582477,2020-12-02 09:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,3,7,83,7,0,7,8,3,1,1,266
"50","2020","12","02","09","Renzstraße",150,8.481114,49.49027,1567.60388582477,2020-12-02 09:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.8,7,3,7,83,7,0,7,8,3,1,1,266
"51","2020","12","02","10","Renzstraße",145,8.481114,49.49027,1567.60388582477,2020-12-02 10:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2.1,7,2,7,82,7,0,7,8,3,1,1,266
"52","2020","12","02","10","Renzstraße",145,8.481114,49.49027,1567.60388582477,2020-12-02 10:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,2,7,82,7,0,7,8,3,1,1,266
"53","2020","12","02","11","Renzstraße",127,8.481114,49.49027,1567.60388582477,2020-12-02 11:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2.2,7,2.1,7,82,7,0,7,7,3,1,1,266
"54","2020","12","02","11","Renzstraße",127,8.481114,49.49027,1567.60388582477,2020-12-02 11:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2.2,7,2.1,7,82,7,0,7,7,3,1,1,266
"55","2020","12","02","12","Renzstraße",163,8.481114,49.49027,1567.60388582477,2020-12-02 12:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.9,7,2,7,83,7,0,7,8,3,1,1,266
"56","2020","12","02","12","Renzstraße",163,8.481114,49.49027,1567.60388582477,2020-12-02 12:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2.4,7,2,7,83,7,0,7,8,3,1,1,266
"57","2020","12","02","13","Renzstraße",202,8.481114,49.49027,1567.60388582477,2020-12-02 13:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2.3,7,1.8,7,83,7,0,7,7,3,1,1,266
"58","2020","12","02","13","Renzstraße",202,8.481114,49.49027,1567.60388582477,2020-12-02 13:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.9,7,1.8,7,83,7,0,7,7,3,1,1,266
"59","2020","12","02","14","Renzstraße",198,8.481114,49.49027,1567.60388582477,2020-12-02 14:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2.2,7,1.7,7,85,7,0,7,8,3,1,1,266
"60","2020","12","02","14","Renzstraße",198,8.481114,49.49027,1567.60388582477,2020-12-02 14:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.9,7,1.7,7,85,7,0,7,8,3,1,1,266
"61","2020","12","02","15","Renzstraße",244,8.481114,49.49027,1567.60388582477,2020-12-02 15:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.8,7,1.5,7,83,7,0,7,8,3,1,1,266
"62","2020","12","02","15","Renzstraße",244,8.481114,49.49027,1567.60388582477,2020-12-02 15:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,1.5,7,83,7,0,7,8,3,1,1,266
"63","2020","12","02","16","Renzstraße",221,8.481114,49.49027,1567.60388582477,2020-12-02 16:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,2,7,1.7,7,81,7,0,7,8,3,1,1,266
"64","2020","12","02","16","Renzstraße",221,8.481114,49.49027,1567.60388582477,2020-12-02 16:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.7,7,1.7,7,81,7,0,7,8,3,1,1,266
"65","2020","12","02","17","Renzstraße",278,8.481114,49.49027,1567.60388582477,2020-12-02 17:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.7,7,1.8,7,79,7,0,7,8,3,1,1,266
"66","2020","12","02","17","Renzstraße",278,8.481114,49.49027,1567.60388582477,2020-12-02 17:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.6,7,1.8,7,79,7,0,7,8,3,1,1,266
"67","2020","12","02","18","Renzstraße",180,8.481114,49.49027,1567.60388582477,2020-12-02 18:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.3,7,1,7,84,7,0,7,8,3,1,1,266
"68","2020","12","02","18","Renzstraße",180,8.481114,49.49027,1567.60388582477,2020-12-02 18:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.6,7,1,7,84,7,0,7,8,3,1,1,266
"69","2020","12","02","19","Renzstraße",107,8.481114,49.49027,1567.60388582477,2020-12-02 19:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.5,7,1.2,7,86,7,0,7,8,3,1,1,266
"70","2020","12","02","19","Renzstraße",107,8.481114,49.49027,1567.60388582477,2020-12-02 19:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1,7,1.2,7,86,7,0,7,8,3,1,1,266
"71","2020","12","02","20","Renzstraße",70,8.481114,49.49027,1567.60388582477,2020-12-02 20:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1.2,7,0.8,7,86,7,0,7,8,3,1,1,266
"72","2020","12","02","20","Renzstraße",70,8.481114,49.49027,1567.60388582477,2020-12-02 20:00:00,2020-12-02,"Mi","Wochentag",0,0,0,0,0,0,3,1,7,0.8,7,86,7,0,7,8,3,1,1,266
"73","2020","12","03","03","Renzstraße",4,8.481114,49.49027,1567.60388582477,2020-12-03 03:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.6,7,2.7,7,97,7,0,7,8,3,1,1,267
"74","2020","12","03","03","Renzstraße",4,8.481114,49.49027,1567.60388582477,2020-12-03 03:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.3,7,2.7,7,97,7,0,7,8,3,1,1,267
"75","2020","12","03","04","Renzstraße",9,8.481114,49.49027,1567.60388582477,2020-12-03 04:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.6,7,3.2,7,95,7,0,7,8,3,1,1,267
"76","2020","12","03","04","Renzstraße",9,8.481114,49.49027,1567.60388582477,2020-12-03 04:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.7,7,3.2,7,95,7,0,7,8,3,1,1,267
"77","2020","12","03","05","Renzstraße",56,8.481114,49.49027,1567.60388582477,2020-12-03 05:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.7,7,3.5,7,93,7,0,7,8,3,1,1,267
"78","2020","12","03","05","Renzstraße",56,8.481114,49.49027,1567.60388582477,2020-12-03 05:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1,7,3.5,7,93,7,0,7,8,3,1,1,267
"79","2020","12","03","06","Renzstraße",107,8.481114,49.49027,1567.60388582477,2020-12-03 06:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.8,7,3.7,7,93,7,0,7,8,3,1,1,267
"80","2020","12","03","06","Renzstraße",107,8.481114,49.49027,1567.60388582477,2020-12-03 06:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1.2,7,3.7,7,93,7,0,7,8,3,1,1,267
"81","2020","12","03","07","Renzstraße",297,8.481114,49.49027,1567.60388582477,2020-12-03 07:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,0.7,7,4.1,7,95,7,0,7,7,3,1,1,267
"82","2020","12","03","07","Renzstraße",297,8.481114,49.49027,1567.60388582477,2020-12-03 07:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1.2,7,4.1,7,95,7,0,7,7,3,1,1,267
"83","2020","12","03","08","Renzstraße",280,8.481114,49.49027,1567.60388582477,2020-12-03 08:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1.4,7,4,7,93,7,0,7,8,3,1,1,267
"84","2020","12","03","08","Renzstraße",280,8.481114,49.49027,1567.60388582477,2020-12-03 08:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1.1,7,4,7,93,7,0,7,8,3,1,1,267
"85","2020","12","03","09","Renzstraße",189,8.481114,49.49027,1567.60388582477,2020-12-03 09:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1.4,7,3.6,7,91,7,0,7,8,3,1,1,267
"86","2020","12","03","09","Renzstraße",189,8.481114,49.49027,1567.60388582477,2020-12-03 09:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.1,7,3.6,7,91,7,0,7,8,3,1,1,267
"87","2020","12","03","10","Renzstraße",157,8.481114,49.49027,1567.60388582477,2020-12-03 10:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,1.9,7,4.3,7,87,7,0,7,8,3,1,1,267
"88","2020","12","03","10","Renzstraße",157,8.481114,49.49027,1567.60388582477,2020-12-03 10:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.6,7,4.3,7,87,7,0,7,8,3,1,1,267
"89","2020","12","03","11","Renzstraße",147,8.481114,49.49027,1567.60388582477,2020-12-03 11:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3,7,4.3,7,82,7,0,7,8,3,1,1,267
"90","2020","12","03","11","Renzstraße",147,8.481114,49.49027,1567.60388582477,2020-12-03 11:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.3,7,4.3,7,82,7,0,7,8,3,1,1,267
"91","2020","12","03","12","Renzstraße",183,8.481114,49.49027,1567.60388582477,2020-12-03 12:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.9,7,4.5,7,80,7,0,7,8,3,1,1,267
"92","2020","12","03","12","Renzstraße",183,8.481114,49.49027,1567.60388582477,2020-12-03 12:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.7,7,4.5,7,80,7,0,7,8,3,1,1,267
"93","2020","12","03","13","Renzstraße",182,8.481114,49.49027,1567.60388582477,2020-12-03 13:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.9,7,4.6,7,81,7,0,7,8,3,1,1,267
"94","2020","12","03","13","Renzstraße",182,8.481114,49.49027,1567.60388582477,2020-12-03 13:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,4.3,7,4.6,7,81,7,0,7,8,3,1,1,267
"95","2020","12","03","14","Renzstraße",231,8.481114,49.49027,1567.60388582477,2020-12-03 14:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,4,7,4.7,7,75,7,23,7,6,3,1,1,267
"96","2020","12","03","14","Renzstraße",231,8.481114,49.49027,1567.60388582477,2020-12-03 14:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.7,7,4.7,7,75,7,23,7,6,3,1,1,267
"97","2020","12","03","15","Renzstraße",256,8.481114,49.49027,1567.60388582477,2020-12-03 15:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.2,7,4,7,78,7,22,7,6,3,1,1,267
"98","2020","12","03","15","Renzstraße",256,8.481114,49.49027,1567.60388582477,2020-12-03 15:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.8,7,4,7,78,7,22,7,6,3,1,1,267
"99","2020","12","03","16","Renzstraße",265,8.481114,49.49027,1567.60388582477,2020-12-03 16:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.5,7,4.6,7,77,7,0,7,8,3,1,1,267
"100","2020","12","03","16","Renzstraße",265,8.481114,49.49027,1567.60388582477,2020-12-03 16:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3,7,4.6,7,77,7,0,7,8,3,1,1,267
"101","2020","12","03","17","Renzstraße",280,8.481114,49.49027,1567.60388582477,2020-12-03 17:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.5,7,5.2,7,77,7,0,7,7,3,1,1,267
"102","2020","12","03","17","Renzstraße",280,8.481114,49.49027,1567.60388582477,2020-12-03 17:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.8,7,5.2,7,77,7,0,7,7,3,1,1,267
"103","2020","12","03","18","Renzstraße",192,8.481114,49.49027,1567.60388582477,2020-12-03 18:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.1,7,5.1,7,75,7,0,7,8,3,1,1,267
"104","2020","12","03","18","Renzstraße",192,8.481114,49.49027,1567.60388582477,2020-12-03 18:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.7,7,5.1,7,75,7,0,7,8,3,1,1,267
"105","2020","12","03","19","Renzstraße",118,8.481114,49.49027,1567.60388582477,2020-12-03 19:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,3.3,7,6.1,7,75,7,0,7,7,3,1,1,267
"106","2020","12","03","19","Renzstraße",118,8.481114,49.49027,1567.60388582477,2020-12-03 19:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.9,7,6.1,7,75,7,0,7,7,3,1,1,267
"107","2020","12","03","20","Renzstraße",75,8.481114,49.49027,1567.60388582477,2020-12-03 20:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.8,7,4.8,7,76,7,0,7,8,3,1,1,267
"108","2020","12","03","20","Renzstraße",75,8.481114,49.49027,1567.60388582477,2020-12-03 20:00:00,2020-12-03,"Do","Wochentag",0,0,0,0,0,0,3,2.6,7,4.8,7,76,7,0,7,8,3,1,1,267
"109","2020","12","04","03","Renzstraße",4,8.481114,49.49027,1567.60388582477,2020-12-04 03:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,3.8,7,5,7,70,7,0,7,7,3,1,1,268
"110","2020","12","04","03","Renzstraße",4,8.481114,49.49027,1567.60388582477,2020-12-04 03:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,5,7,5,7,70,7,0,7,7,3,1,1,268
"111","2020","12","04","04","Renzstraße",11,8.481114,49.49027,1567.60388582477,2020-12-04 04:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0.3,3,4.1,7,5.4,7,71,7,0,7,8,3,1,1,268
"112","2020","12","04","04","Renzstraße",11,8.481114,49.49027,1567.60388582477,2020-12-04 04:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0.3,3,5.6,7,5.4,7,71,7,0,7,8,3,1,1,268
"113","2020","12","04","05","Renzstraße",39,8.481114,49.49027,1567.60388582477,2020-12-04 05:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0.2,3,5.7,7,5.5,7,74,7,0,7,7,3,1,1,268
"114","2020","12","04","05","Renzstraße",39,8.481114,49.49027,1567.60388582477,2020-12-04 05:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0.2,3,5.9,7,5.5,7,74,7,0,7,7,3,1,1,268
"115","2020","12","04","06","Renzstraße",85,8.481114,49.49027,1567.60388582477,2020-12-04 06:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,5.9,7,4.6,7,75,7,0,7,7,3,1,1,268
"116","2020","12","04","06","Renzstraße",85,8.481114,49.49027,1567.60388582477,2020-12-04 06:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,5.5,7,4.6,7,75,7,0,7,7,3,1,1,268
"117","2020","12","04","07","Renzstraße",235,8.481114,49.49027,1567.60388582477,2020-12-04 07:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0.2,3,4.7,7,4.7,7,77,7,0,7,8,3,1,1,268
"118","2020","12","04","07","Renzstraße",235,8.481114,49.49027,1567.60388582477,2020-12-04 07:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0.2,3,5.4,7,4.7,7,77,7,0,7,8,3,1,1,268
"119","2020","12","04","08","Renzstraße",203,8.481114,49.49027,1567.60388582477,2020-12-04 08:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,5.6,7,3.5,7,74,7,0,7,7,3,1,1,268
"120","2020","12","04","08","Renzstraße",203,8.481114,49.49027,1567.60388582477,2020-12-04 08:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,4.6,7,3.5,7,74,7,0,7,7,3,1,1,268
"121","2020","12","04","09","Renzstraße",140,8.481114,49.49027,1567.60388582477,2020-12-04 09:00:00,2020-12-04,"Fr","Wochentag",0,0,0,0,0,0,3,6.2,7,3,7,72,7,0,7,8,3,1,1,268
