Str. Nr.;Straße (Katalog);Absch-Nr.;Straßenkürzel;Klassifizierung;Straßentyp;Länge
595;Hofrat-Wild-Straße;1798;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.17200000000000001
1093;Lenaustraße;3536;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.169
476;Mallaustraße;1795;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.117
1149;Moselstraße;3534;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
605;Bergiusstraße;1831;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.21
1150;Cannabichstraße;3531;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
730;Franz-Grashof-Straße;2407;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.20500000000000002
1123;Germaniastraße;3513;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.164
871;Brückeswasen;2722;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.07200000000000001
1139;Wilhelm-Liebknecht-Straße;3502;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07100000000000001
867;Joseph-Meyer-Straße;2700;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.23900000000000002
800;Marconistraße;2429;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.305
723;Baumstraße;11622;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.082
711;Bäckerweg;2190;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.043000000000000003
731;Donaustraße;2410;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.231
1113;Augartenstraße;3557;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.09
721;Siedlerpfad;2298;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.062
568;Essener Straße;2426;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.075
1093;Lenaustraße;3537;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
832;Boveristraße;2532;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;1.153
756;Wilhelm-Lehmbruck-Weg;2291;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.203
1104;Wespinstraße;3548;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08600000000000001
846;Altriper Straße;2575;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.009000000000000001
1589;Q2,R2;4865;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
337;Relaisstraße;7463;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.018000000000000002
3776;Kormoranstraße;10525;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.038
731;Donaustraße;2569;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.11
724;Asterstraße;2235;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.183
3;Seckenheimer Hauptstraße;247;L637;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.084
1790;Bürstadter Straße;7441;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.034
626;Wachenheimer Straße;2283;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.135
753;Ungsteiner Straße;2278;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.027
3;Seckenheimer Hauptstraße;222;L637;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.023
1283;Friedrichsplatz;4142;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.058
658;Helmertstraße;12167;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.013000000000000001
2679;Käfertal;7881;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.044
2670;Käfertal;7866;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.011
1046;Röntgenstraße;3229;L538;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.123
3359;Donaustraße;11341;;beschränkt öffentlicher Weg;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.039
2990;Käfertal;8765;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.156
944;Hafenbahnstraße;12608;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.069
4039;Mannheimer Straße;11158;L541;Landesstraße Freie Strecke;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.129
4082;Feudenheim;11372;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.008
776;Hermsheimer Straße;2703;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.034
1361;Hans-Böckler-Straße;12509;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.009000000000000001
1162;Sonderburger Straße;3678;K9754;Kreisstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.271
860;Donarstraße;2731;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.078
1191;Lilienthalstraße;12890;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.13
3980;Feudenheim;11013;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.03
3593;Waldhof-Gartenstadt;10141;;beschränkt öffentlicher Weg;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.133
871;Brückeswasen;11172;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.291
884;Haselweg;2729;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.128
1969;;12047;K9755;Kreisstraße Freie Strecke;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.031
848;Walkürenstraße;2728;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.078
1409;Waldhofstraße;4613;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.166
825;Korbangel;2828;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.094
4386;Platz der Freundschaft;12975;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.038
916;Weißbuchenweg;2836;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.06
8;Saarburger Ring;31;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.116
1409;Waldhofstraße;4614;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.023
899;Roteichenring;2834;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.041
3;Seckenheimer Hauptstraße;132;L637;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.326
3920;Feudenheim;10868;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
1440;Mittelstraße;4538;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.019
919;Hersfelder Straße;2851;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.023
7;Schwabenstraße;147;K9756;Kreisstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.023
1346;Sandhofer Straße;4889;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;1.012
1347;Zellstoffstraße;4205;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.399
895;Am Kiefernbühl;2801;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.06
1195;Graudenzer Linie;4887;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.099
904;Unter den Birken;2804;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
7;Schwabenstraße;26;K9756;Kreisstraße Freie Strecke;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.121
1398;Industriestraße;5032;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.47200000000000003
848;Walkürenstraße;2793;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
7;Schwabenstraße;11493;K9756;Kreisstraße Freie Strecke;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.032
1482;Hansastraße;4794;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.073
848;Walkürenstraße;2795;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.051000000000000004
428;Cochemer Straße;1586;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.10300000000000001
1572;Neckarvorlandstraße;4845;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.042
2667;Käfertal;7857;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.021
4202;Julius-Hatry-Straße;11709;;Privatstraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.14300000000000002
1445;Luisenring;4853;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.075
337;Relaisstraße;1553;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.029
305;Wilhelm-Peters-Straße;6049;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.044
521;Bad Kreuznacher Straße;1703;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.212
834;Eichenhof;2539;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.031
1346;Sandhofer Straße;4210;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.14
476;Mallaustraße;1648;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.093
1350;Diffenestraße;4211;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.066
836;Staudenweg;2544;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11900000000000001
563;Karlsplatz;1664;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.038
1357;Huthorstweg;4222;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.151
2480;Friedelsheimer Straße;7452;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.101
563;Karlsplatz;1665;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.024
1763;Akademiestraße;10635;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.122
787;Märker Querschlag;2546;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14
563;Karlsplatz;1666;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.038
1410;Löwitstraße;4437;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.134
2991;Käfertal;8770;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
208;Radeberger Straße;590;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.08600000000000001
1398;Industriestraße;4385;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.077
2993;Käfertal;8775;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.078
388;Wachenburgstraße;1271;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.216
2984;Käfertal;8766;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
1324;Gertrud-Bäumer-Straße;4389;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.047
1561;Schneidemühler Straße;11764;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.054
815;Baldurstraße;2687;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.067
1042;Carl-Benz-Straße;4398;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.109
848;Walkürenstraße;2682;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.067
4203;Heinz-Haber-Straße;11711;;Privatstraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.17400000000000002
4119;Käfertal;11516;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.084
3535;Paul-Wittsack-Straße;10021;B36;Bundesstraße Ortsdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.095
381;Wingertsbuckel;1243;K9753;Kreisstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.152
849;Malvenweg;2622;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.133
1815;Hafenstraße;10594;B37;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.067
862;Krokusweg;2642;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.068
1184;Steubenstraße;9330;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.06
2974;Neckarau;8693;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.066
476;Mallaustraße;9475;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.077
3535;Paul-Wittsack-Straße;9983;B36;Bundesstraße Ortsdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.135
2550;Vorderer Sporwörth;7617;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.041
3186;Ludwigshafener Straße;9252;;beschränkt öffentlicher Weg;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.369
87;Waldshuter Straße;216;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.107
303;Schwetzinger Landstraße;958;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.241
450;Karlsruher Straße;1682;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.233
856;Käfertaler Straße;8885;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.018000000000000002
51;Hasengasse;213;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.148
303;Schwetzinger Landstraße;1134;B36;Bundesstraße Ortsdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.22
570;Malzstraße;1697;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
3058;Am Aubuckel;9004;;beschränkt öffentlicher Weg;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.068
1779;A3,A4;5223;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10200000000000001
2988;Neckarau;8759;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.035
303;Schwetzinger Landstraße;6041;B36;Bundesstraße Ortsdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.131
1983;Heumarkt;219;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
658;Helmertstraße;8410;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.063
3467;Neckarau;9858;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08
1949;Havellandstraße;5839;B 38;Bundesstraße Freie Strecke;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.343
1748;G7,I7;5191;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.20800000000000002
1398;Industriestraße;5353;L538;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.02
548;Körnerstraße;1723;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
2389;Schönau;7233;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.12
1362;Friedrichsring;5739;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.075
572;Nadlerstraße;1710;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
689;Rüdesheimer Straße;8834;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.045
2508;Schönau;7489;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.108
488;Weinheimer Straße;5882;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.067
2688;Waldhof-Gartenstadt;2174;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.125
771;Neustadter Straße;8880;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.027
58;Lörracher Straße;150;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.062
488;Weinheimer Straße;5883;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.07
2569;Waldhof-Gartenstadt;7671;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.004
1443;Dammstraße;5173;L538;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.056
69;Am Dünenrand;170;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.093
488;Weinheimer Straße;5884;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.185
592;Max-Frisch-Straße;1852;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14
1763;Akademiestraße;5207;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.20800000000000002
116;In den Hopfengärten;300;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.136
1362;Friedrichsring;4241;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.20800000000000002
593;Paul-Martin-Ufer;1853;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.091
1967;Suebenheimer Allee;10166;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.10200000000000001
590;Rückertstraße;1781;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.153
1445;Luisenring;5067;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.076
675;Ludwigshafener Straße;9791;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.07200000000000001
600;Steinsburgweg;1815;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.096
1572;Neckarvorlandstraße;5073;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.18
1744;G7,H7;5187;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.262
1440;Mittelstraße;4917;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.05
1445;Luisenring;5068;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.079
505;Schifferstadter Straße;1554;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.083
1677;Holzstraße;5070;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.138
1440;Mittelstraße;4832;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.039
108;Innerer Heckweg;292;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
3248;;9390;;Städtischer Privatweg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.036000000000000004
1074;Viernheimer Weg;5289;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.293
256;Wallstadter Straße;773;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.074
115;Am Klumbengarten;293;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.137
3412;Hamsterweg;9739;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
7;Schwabenstraße;10096;K9756;Kreisstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.044
410;Herbststraße;1197;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.197
2554;Sandrain;7622;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10200000000000001
497;Wasserbett;1511;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.043000000000000003
1398;Industriestraße;5241;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.482
172;Mosbacher Straße;758;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.039
525;Wilhelmstraße;1509;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.044
1517;N6,N7;4661;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.12
76;Steinzeugstraße;6072;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.168
106;Zähringer Straße;544;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.074
526;Yorckstraße;1513;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.031
60;Konstanzer Straße;257;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.064
174;Külsheimer Straße;538;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.031
524;Lützowstraße;1508;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
18;Zaberner Straße;38;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.094
627;Feudenheimer Straße;5988;L538;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.642
1440;Mittelstraße;5156;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.051000000000000004
557;Limburgstraße;1653;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.076
486;Waldstraße;5827;L597;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.403
