ID;Jahr;Stadtteilschlüssel;Stadtteilname;Alter;Bevölkerung am Ort der Hauptwohnung
20002;2014;012;Jungbusch;90+;7
20003;2014;020;Neckarstadt-West;000;195
20007;2014;020;Neckarstadt-West;004;189
20009;2014;020;Neckarstadt-West;006;210
20015;2014;020;Neckarstadt-West;012;151
20016;2014;020;Neckarstadt-West;013;167
20019;2014;020;Neckarstadt-West;016;189
20020;2014;020;Neckarstadt-West;017;203
20021;2014;020;Neckarstadt-West;018;257
20022;2014;020;Neckarstadt-West;019;309
20026;2014;020;Neckarstadt-West;023;431
20029;2014;020;Neckarstadt-West;026;530
20034;2014;020;Neckarstadt-West;031;431
20041;2014;020;Neckarstadt-West;038;344
20048;2014;020;Neckarstadt-West;045;294
20057;2014;020;Neckarstadt-West;054;243
20063;2014;020;Neckarstadt-West;060;193
20066;2014;020;Neckarstadt-West;063;154
20068;2014;020;Neckarstadt-West;065;191
20069;2014;020;Neckarstadt-West;066;167
20070;2014;020;Neckarstadt-West;067;175
20075;2014;020;Neckarstadt-West;072;125
20076;2014;020;Neckarstadt-West;073;129
20080;2014;020;Neckarstadt-West;077;89
20084;2014;020;Neckarstadt-West;081;68
20087;2014;020;Neckarstadt-West;084;49
20093;2014;031;Neckarstadt-Ost;003;105
20094;2014;031;Neckarstadt-Ost;004;114
20095;2014;031;Neckarstadt-Ost;005;83
20096;2014;031;Neckarstadt-Ost;006;117
20097;2014;031;Neckarstadt-Ost;007;96
20109;2014;031;Neckarstadt-Ost;019;129
20113;2014;031;Neckarstadt-Ost;023;231
20114;2014;031;Neckarstadt-Ost;024;269
20116;2014;031;Neckarstadt-Ost;026;259
20119;2014;031;Neckarstadt-Ost;029;299
20122;2014;031;Neckarstadt-Ost;032;327
20125;2014;031;Neckarstadt-Ost;035;316
20126;2014;031;Neckarstadt-Ost;036;239
20131;2014;031;Neckarstadt-Ost;041;209
20140;2014;031;Neckarstadt-Ost;050;227
20141;2014;031;Neckarstadt-Ost;051;225
20150;2014;031;Neckarstadt-Ost;060;166
20155;2014;031;Neckarstadt-Ost;065;154
20156;2014;031;Neckarstadt-Ost;066;151
20160;2014;031;Neckarstadt-Ost;070;132
20164;2014;031;Neckarstadt-Ost;074;154
20165;2014;031;Neckarstadt-Ost;075;121
20166;2014;031;Neckarstadt-Ost;076;146
20167;2014;031;Neckarstadt-Ost;077;117
20170;2014;031;Neckarstadt-Ost;080;100
20171;2014;031;Neckarstadt-Ost;081;72
20172;2014;031;Neckarstadt-Ost;082;77
20173;2014;031;Neckarstadt-Ost;083;82
20179;2014;032;Herzogenried;002;71
20182;2014;032;Herzogenried;005;71
20185;2014;032;Herzogenried;008;87
20186;2014;032;Herzogenried;009;73
20187;2014;032;Herzogenried;010;77
20189;2014;032;Herzogenried;012;81
20192;2014;032;Herzogenried;015;83
20195;2014;032;Herzogenried;018;97
20196;2014;032;Herzogenried;019;148
20198;2014;032;Herzogenried;021;130
20200;2014;032;Herzogenried;023;150
20203;2014;032;Herzogenried;026;131
20210;2014;032;Herzogenried;033;97
20212;2014;032;Herzogenried;035;89
20217;2014;032;Herzogenried;040;98
20221;2014;032;Herzogenried;044;102
20223;2014;032;Herzogenried;046;115
20224;2014;032;Herzogenried;047;111
20237;2014;032;Herzogenried;060;89
20238;2014;032;Herzogenried;061;89
20242;2014;032;Herzogenried;065;90
20244;2014;032;Herzogenried;067;74
20245;2014;032;Herzogenried;068;54
20246;2014;032;Herzogenried;069;51
20248;2014;032;Herzogenried;071;67
20251;2014;032;Herzogenried;074;82
20252;2014;032;Herzogenried;075;63
20256;2014;032;Herzogenried;079;55
20257;2014;032;Herzogenried;080;69
20258;2014;032;Herzogenried;081;43
20261;2014;032;Herzogenried;084;29
20270;2014;033;Neckarstadt-Nordost;006;36
20271;2014;033;Neckarstadt-Nordost;007;23
20278;2014;033;Neckarstadt-Nordost;014;24
20281;2014;033;Neckarstadt-Nordost;017;36
20282;2014;033;Neckarstadt-Nordost;018;35
20285;2014;033;Neckarstadt-Nordost;021;103
20288;2014;033;Neckarstadt-Nordost;024;69
20289;2014;033;Neckarstadt-Nordost;025;77
20290;2014;033;Neckarstadt-Nordost;026;81
20294;2014;033;Neckarstadt-Nordost;030;60
20295;2014;033;Neckarstadt-Nordost;031;64
20297;2014;033;Neckarstadt-Nordost;033;62
20302;2014;033;Neckarstadt-Nordost;038;39
20308;2014;033;Neckarstadt-Nordost;044;51
20311;2014;033;Neckarstadt-Nordost;047;64
20312;2014;033;Neckarstadt-Nordost;048;69
20313;2014;033;Neckarstadt-Nordost;049;47
20314;2014;033;Neckarstadt-Nordost;050;53
20317;2014;033;Neckarstadt-Nordost;053;56
20322;2014;033;Neckarstadt-Nordost;058;59
20325;2014;033;Neckarstadt-Nordost;061;52
20328;2014;033;Neckarstadt-Nordost;064;50
20330;2014;033;Neckarstadt-Nordost;066;60
20331;2014;033;Neckarstadt-Nordost;067;58
20333;2014;033;Neckarstadt-Nordost;069;47
20338;2014;033;Neckarstadt-Nordost;074;45
20339;2014;033;Neckarstadt-Nordost;075;36
20340;2014;033;Neckarstadt-Nordost;076;43
20341;2014;033;Neckarstadt-Nordost;077;25
20351;2014;034;Wohlgelegen;000;64
20353;2014;034;Wohlgelegen;002;66
20354;2014;034;Wohlgelegen;003;40
20355;2014;034;Wohlgelegen;004;52
20356;2014;034;Wohlgelegen;005;42
20361;2014;034;Wohlgelegen;010;53
20363;2014;034;Wohlgelegen;012;30
20365;2014;034;Wohlgelegen;014;45
20366;2014;034;Wohlgelegen;015;40
20370;2014;034;Wohlgelegen;019;64
20373;2014;034;Wohlgelegen;022;97
20375;2014;034;Wohlgelegen;024;129
20377;2014;034;Wohlgelegen;026;103
20381;2014;034;Wohlgelegen;030;118
20385;2014;034;Wohlgelegen;034;94
20387;2014;034;Wohlgelegen;036;86
20391;2014;034;Wohlgelegen;040;55
20392;2014;034;Wohlgelegen;041;95
20393;2014;034;Wohlgelegen;042;80
20402;2014;034;Wohlgelegen;051;72
20403;2014;034;Wohlgelegen;052;80
20408;2014;034;Wohlgelegen;057;64
20414;2014;034;Wohlgelegen;063;42
20418;2014;034;Wohlgelegen;067;45
20422;2014;034;Wohlgelegen;071;31
20425;2014;034;Wohlgelegen;074;44
20427;2014;034;Wohlgelegen;076;36
20428;2014;034;Wohlgelegen;077;35
20431;2014;034;Wohlgelegen;080;21
20432;2014;034;Wohlgelegen;081;22
20441;2014;041;Oststadt;003;102
20445;2014;041;Oststadt;007;70
20446;2014;041;Oststadt;008;62
20447;2014;041;Oststadt;009;51
20448;2014;041;Oststadt;010;72
20449;2014;041;Oststadt;011;58
20462;2014;041;Oststadt;024;173
20463;2014;041;Oststadt;025;184
20466;2014;041;Oststadt;028;215
20472;2014;041;Oststadt;034;242
20474;2014;041;Oststadt;036;205
20475;2014;041;Oststadt;037;196
20476;2014;041;Oststadt;038;192
20477;2014;041;Oststadt;039;168
20478;2014;041;Oststadt;040;183
20480;2014;041;Oststadt;042;180
20481;2014;041;Oststadt;043;205
20482;2014;041;Oststadt;044;201
20483;2014;041;Oststadt;045;214
20487;2014;041;Oststadt;049;173
20489;2014;041;Oststadt;051;179
20490;2014;041;Oststadt;052;176
20496;2014;041;Oststadt;058;120
20502;2014;041;Oststadt;064;140
20506;2014;041;Oststadt;068;115
20513;2014;041;Oststadt;075;128
20518;2014;041;Oststadt;080;86
20519;2014;041;Oststadt;081;57
20521;2014;041;Oststadt;083;72
20524;2014;041;Oststadt;90+;143
20527;2014;042;Schwetzingerstadt;002;68
20533;2014;042;Schwetzingerstadt;008;44
20534;2014;042;Schwetzingerstadt;009;33
20536;2014;042;Schwetzingerstadt;011;50
20537;2014;042;Schwetzingerstadt;012;41
20549;2014;042;Schwetzingerstadt;024;288
20550;2014;042;Schwetzingerstadt;025;291
20551;2014;042;Schwetzingerstadt;026;308
20554;2014;042;Schwetzingerstadt;029;282
20558;2014;042;Schwetzingerstadt;033;246
20559;2014;042;Schwetzingerstadt;034;208
20560;2014;042;Schwetzingerstadt;035;185
20564;2014;042;Schwetzingerstadt;039;157
20567;2014;042;Schwetzingerstadt;042;133
20575;2014;042;Schwetzingerstadt;050;129
20578;2014;042;Schwetzingerstadt;053;125
20579;2014;042;Schwetzingerstadt;054;107
20580;2014;042;Schwetzingerstadt;055;101
20583;2014;042;Schwetzingerstadt;058;103
20588;2014;042;Schwetzingerstadt;063;67
20590;2014;042;Schwetzingerstadt;065;70
20594;2014;042;Schwetzingerstadt;069;53
20602;2014;042;Schwetzingerstadt;077;62
20605;2014;042;Schwetzingerstadt;080;42
20607;2014;042;Schwetzingerstadt;082;31
20619;2014;050;Lindenhof;007;75
20621;2014;050;Lindenhof;009;63
20622;2014;050;Lindenhof;010;72
20623;2014;050;Lindenhof;011;63
20638;2014;050;Lindenhof;026;228
20641;2014;050;Lindenhof;029;265
20642;2014;050;Lindenhof;030;322
20643;2014;050;Lindenhof;031;288
20650;2014;050;Lindenhof;038;192
20651;2014;050;Lindenhof;039;181
20656;2014;050;Lindenhof;044;150
20657;2014;050;Lindenhof;045;179
20661;2014;050;Lindenhof;049;177
20663;2014;050;Lindenhof;051;173
20664;2014;050;Lindenhof;052;172
20667;2014;050;Lindenhof;055;140
20668;2014;050;Lindenhof;056;123
20671;2014;050;Lindenhof;059;115
20673;2014;050;Lindenhof;061;131
20676;2014;050;Lindenhof;064;124
20677;2014;050;Lindenhof;065;106
20679;2014;050;Lindenhof;067;90
20683;2014;050;Lindenhof;071;130
20686;2014;050;Lindenhof;074;173
20689;2014;050;Lindenhof;077;134
20694;2014;050;Lindenhof;082;80
20703;2014;061;Sandhofen;004;101
20704;2014;061;Sandhofen;005;101
20705;2014;061;Sandhofen;006;89
20707;2014;061;Sandhofen;008;69
20714;2014;061;Sandhofen;015;109
20715;2014;061;Sandhofen;016;98
20717;2014;061;Sandhofen;018;120
20719;2014;061;Sandhofen;020;104
20721;2014;061;Sandhofen;022;130
20725;2014;061;Sandhofen;026;142
20732;2014;061;Sandhofen;033;149
20734;2014;061;Sandhofen;035;154
20736;2014;061;Sandhofen;037;130
20737;2014;061;Sandhofen;038;138
20739;2014;061;Sandhofen;040;148
20741;2014;061;Sandhofen;042;154
20747;2014;061;Sandhofen;048;193
20748;2014;061;Sandhofen;049;181
20750;2014;061;Sandhofen;051;196
20754;2014;061;Sandhofen;055;194
20757;2014;061;Sandhofen;058;148
20761;2014;061;Sandhofen;062;144
20764;2014;061;Sandhofen;065;141
20769;2014;061;Sandhofen;070;116
20775;2014;061;Sandhofen;076;135
20782;2014;061;Sandhofen;083;76
20784;2014;061;Sandhofen;85-89;218
20786;2014;062;Sandhofen-Nord;000;22
20790;2014;062;Sandhofen-Nord;004;12
20791;2014;062;Sandhofen-Nord;005;18
20792;2014;062;Sandhofen-Nord;006;13
20796;2014;062;Sandhofen-Nord;010;12
20798;2014;062;Sandhofen-Nord;012;19
20802;2014;062;Sandhofen-Nord;016;17
20804;2014;062;Sandhofen-Nord;018;15
20806;2014;062;Sandhofen-Nord;020;22
20807;2014;062;Sandhofen-Nord;021;27
20812;2014;062;Sandhofen-Nord;026;14
20818;2014;062;Sandhofen-Nord;032;25
20819;2014;062;Sandhofen-Nord;033;23
20820;2014;062;Sandhofen-Nord;034;33
20822;2014;062;Sandhofen-Nord;036;22
20823;2014;062;Sandhofen-Nord;037;21
20825;2014;062;Sandhofen-Nord;039;12
20826;2014;062;Sandhofen-Nord;040;15
20827;2014;062;Sandhofen-Nord;041;26
20835;2014;062;Sandhofen-Nord;049;33
20836;2014;062;Sandhofen-Nord;050;41
20840;2014;062;Sandhofen-Nord;054;42
20844;2014;062;Sandhofen-Nord;058;23
20852;2014;062;Sandhofen-Nord;066;23
20859;2014;062;Sandhofen-Nord;073;28
20862;2014;062;Sandhofen-Nord;076;16
20863;2014;062;Sandhofen-Nord;077;16
20878;2014;071;Schönau-Nord;005;100
20880;2014;071;Schönau-Nord;007;118
20885;2014;071;Schönau-Nord;012;111
20897;2014;071;Schönau-Nord;024;134
20899;2014;071;Schönau-Nord;026;133
20904;2014;071;Schönau-Nord;031;127
20908;2014;071;Schönau-Nord;035;111
20915;2014;071;Schönau-Nord;042;131
20918;2014;071;Schönau-Nord;045;144
20921;2014;071;Schönau-Nord;048;141
20929;2014;071;Schönau-Nord;056;141
20932;2014;071;Schönau-Nord;059;122
20936;2014;071;Schönau-Nord;063;108
20944;2014;071;Schönau-Nord;071;68
20945;2014;071;Schönau-Nord;072;69
20948;2014;071;Schönau-Nord;075;68
20950;2014;071;Schönau-Nord;077;57
20952;2014;071;Schönau-Nord;079;45
20955;2014;071;Schönau-Nord;082;39
20961;2014;072;Schönau-Süd;001;23
20965;2014;072;Schönau-Süd;005;26
20967;2014;072;Schönau-Süd;007;30
20968;2014;072;Schönau-Süd;008;36
20971;2014;072;Schönau-Süd;011;40
20975;2014;072;Schönau-Süd;015;41
20977;2014;072;Schönau-Süd;017;42
20978;2014;072;Schönau-Süd;018;51
20979;2014;072;Schönau-Süd;019;38
20980;2014;072;Schönau-Süd;020;43
20983;2014;072;Schönau-Süd;023;57
20985;2014;072;Schönau-Süd;025;32
20987;2014;072;Schönau-Süd;027;30
20988;2014;072;Schönau-Süd;028;31
20992;2014;072;Schönau-Süd;032;44
20993;2014;072;Schönau-Süd;033;41
20994;2014;072;Schönau-Süd;034;48
20997;2014;072;Schönau-Süd;037;33
20999;2014;072;Schönau-Süd;039;36
21000;2014;072;Schönau-Süd;040;43
21001;2014;072;Schönau-Süd;041;43
21022;2014;072;Schönau-Süd;062;57
21023;2014;072;Schönau-Süd;063;46
21029;2014;072;Schönau-Süd;069;27
21031;2014;072;Schönau-Süd;071;32
21032;2014;072;Schönau-Süd;072;31
21036;2014;072;Schönau-Süd;076;54
21041;2014;072;Schönau-Süd;081;25
21042;2014;072;Schönau-Süd;082;33
21051;2014;081;Waldhof-West;004;37
21052;2014;081;Waldhof-West;005;31
21055;2014;081;Waldhof-West;008;28
21057;2014;081;Waldhof-West;010;30
21058;2014;081;Waldhof-West;011;30
21059;2014;081;Waldhof-West;012;26
21060;2014;081;Waldhof-West;013;30
21061;2014;081;Waldhof-West;014;30
21062;2014;081;Waldhof-West;015;34
21063;2014;081;Waldhof-West;016;22
21067;2014;081;Waldhof-West;020;36
21074;2014;081;Waldhof-West;027;74
21075;2014;081;Waldhof-West;028;68
21078;2014;081;Waldhof-West;031;70
21084;2014;081;Waldhof-West;037;43
21086;2014;081;Waldhof-West;039;44
21091;2014;081;Waldhof-West;044;46
21093;2014;081;Waldhof-West;046;41
21094;2014;081;Waldhof-West;047;53
21095;2014;081;Waldhof-West;048;51
21097;2014;081;Waldhof-West;050;46
21099;2014;081;Waldhof-West;052;28
21100;2014;081;Waldhof-West;053;35
21101;2014;081;Waldhof-West;054;41
21103;2014;081;Waldhof-West;056;44
21105;2014;081;Waldhof-West;058;39
21108;2014;081;Waldhof-West;061;26
21109;2014;081;Waldhof-West;062;32
21112;2014;081;Waldhof-West;065;20
21117;2014;081;Waldhof-West;070;21
21118;2014;081;Waldhof-West;071;7
21120;2014;081;Waldhof-West;073;29
21121;2014;081;Waldhof-West;074;10
21123;2014;081;Waldhof-West;076;17
21124;2014;081;Waldhof-West;077;23
21126;2014;081;Waldhof-West;079;25
21128;2014;081;Waldhof-West;081;8
21131;2014;081;Waldhof-West;084;13
21133;2014;081;Waldhof-West;90+;15
21145;2014;082;Gartenstadt;011;86
21147;2014;082;Gartenstadt;013;93
21150;2014;082;Gartenstadt;016;113
21151;2014;082;Gartenstadt;017;127
21154;2014;082;Gartenstadt;020;122
21157;2014;082;Gartenstadt;023;101
21159;2014;082;Gartenstadt;025;119
21161;2014;082;Gartenstadt;027;93
21163;2014;082;Gartenstadt;029;72
21165;2014;082;Gartenstadt;031;93
21166;2014;082;Gartenstadt;032;95
21168;2014;082;Gartenstadt;034;97
21169;2014;082;Gartenstadt;035;102
21173;2014;082;Gartenstadt;039;109
21176;2014;082;Gartenstadt;042;112
21179;2014;082;Gartenstadt;045;168
21183;2014;082;Gartenstadt;049;203
21186;2014;082;Gartenstadt;052;204
21187;2014;082;Gartenstadt;053;197
21190;2014;082;Gartenstadt;056;165
21192;2014;082;Gartenstadt;058;169
21193;2014;082;Gartenstadt;059;167
21195;2014;082;Gartenstadt;061;125
21197;2014;082;Gartenstadt;063;127
21200;2014;082;Gartenstadt;066;119
21201;2014;082;Gartenstadt;067;152
21202;2014;082;Gartenstadt;068;109
21206;2014;082;Gartenstadt;072;104
21211;2014;082;Gartenstadt;077;117
21214;2014;082;Gartenstadt;080;97
21216;2014;082;Gartenstadt;082;66
21219;2014;082;Gartenstadt;85-89;217
21221;2014;083;Luzenberg;000;37
21222;2014;083;Luzenberg;001;36
21231;2014;083;Luzenberg;010;39
21233;2014;083;Luzenberg;012;36
21234;2014;083;Luzenberg;013;41
21236;2014;083;Luzenberg;015;39
21238;2014;083;Luzenberg;017;27
21239;2014;083;Luzenberg;018;34
21241;2014;083;Luzenberg;020;46
21247;2014;083;Luzenberg;026;57
21249;2014;083;Luzenberg;028;54
21250;2014;083;Luzenberg;029;43
21252;2014;083;Luzenberg;031;55
21253;2014;083;Luzenberg;032;64
21256;2014;083;Luzenberg;035;48
21262;2014;083;Luzenberg;041;48
21263;2014;083;Luzenberg;042;51
21265;2014;083;Luzenberg;044;44
21266;2014;083;Luzenberg;045;44
21271;2014;083;Luzenberg;050;51
21274;2014;083;Luzenberg;053;45
21284;2014;083;Luzenberg;063;25
21294;2014;083;Luzenberg;073;15
21303;2014;083;Luzenberg;082;11
21305;2014;083;Luzenberg;084;5
21309;2014;084;Waldhof-Ost;001;78
21315;2014;084;Waldhof-Ost;007;84
21321;2014;084;Waldhof-Ost;013;74
21324;2014;084;Waldhof-Ost;016;84
21329;2014;084;Waldhof-Ost;021;90
21333;2014;084;Waldhof-Ost;025;97
21337;2014;084;Waldhof-Ost;029;114
21344;2014;084;Waldhof-Ost;036;78
21345;2014;084;Waldhof-Ost;037;92
21347;2014;084;Waldhof-Ost;039;88
21352;2014;084;Waldhof-Ost;044;95
21353;2014;084;Waldhof-Ost;045;122
21355;2014;084;Waldhof-Ost;047;95
21358;2014;084;Waldhof-Ost;050;127
21372;2014;084;Waldhof-Ost;064;87
21375;2014;084;Waldhof-Ost;067;70
21377;2014;084;Waldhof-Ost;069;52
21378;2014;084;Waldhof-Ost;070;72
21383;2014;084;Waldhof-Ost;075;81
21390;2014;084;Waldhof-Ost;082;45
21391;2014;084;Waldhof-Ost;083;39
21395;2014;091;Neuostheim;000;27
21407;2014;091;Neuostheim;012;26
21411;2014;091;Neuostheim;016;28
21413;2014;091;Neuostheim;018;25
21416;2014;091;Neuostheim;021;45
21417;2014;091;Neuostheim;022;25
21421;2014;091;Neuostheim;026;29
21422;2014;091;Neuostheim;027;37
21423;2014;091;Neuostheim;028;23
21429;2014;091;Neuostheim;034;43
21434;2014;091;Neuostheim;039;35
21437;2014;091;Neuostheim;042;42
21440;2014;091;Neuostheim;045;58
21441;2014;091;Neuostheim;046;42
21447;2014;091;Neuostheim;052;49
21449;2014;091;Neuostheim;054;40
21454;2014;091;Neuostheim;059;33
21457;2014;091;Neuostheim;062;27
21469;2014;091;Neuostheim;074;37
21471;2014;091;Neuostheim;076;22
21475;2014;091;Neuostheim;080;19
21477;2014;091;Neuostheim;082;11
21481;2014;091;Neuostheim;90+;38
21482;2014;092;Neuhermsheim;000;48
21485;2014;092;Neuhermsheim;003;52
21486;2014;092;Neuhermsheim;004;54
21487;2014;092;Neuhermsheim;005;50
21490;2014;092;Neuhermsheim;008;59
21493;2014;092;Neuhermsheim;011;63
21500;2014;092;Neuhermsheim;018;61
21505;2014;092;Neuhermsheim;023;51
21507;2014;092;Neuhermsheim;025;41
21508;2014;092;Neuhermsheim;026;45
21509;2014;092;Neuhermsheim;027;55
21516;2014;092;Neuhermsheim;034;64
21521;2014;092;Neuhermsheim;039;64
21522;2014;092;Neuhermsheim;040;73
21524;2014;092;Neuhermsheim;042;90
21526;2014;092;Neuhermsheim;044;71
21528;2014;092;Neuhermsheim;046;85
21529;2014;092;Neuhermsheim;047;90
21532;2014;092;Neuhermsheim;050;87
21538;2014;092;Neuhermsheim;056;70
21544;2014;092;Neuhermsheim;062;35
21552;2014;092;Neuhermsheim;070;37
21554;2014;092;Neuhermsheim;072;29
21559;2014;092;Neuhermsheim;077;27
21560;2014;092;Neuhermsheim;078;26
21565;2014;092;Neuhermsheim;083;19
21566;2014;092;Neuhermsheim;084;25
21567;2014;092;Neuhermsheim;85-89;74
21568;2014;092;Neuhermsheim;90+;57
21569;2014;101;Seckenheim;000;123
21571;2014;101;Seckenheim;002;105
21576;2014;101;Seckenheim;007;109
21577;2014;101;Seckenheim;008;98
21578;2014;101;Seckenheim;009;113
21580;2014;101;Seckenheim;011;116
21583;2014;101;Seckenheim;014;133
21584;2014;101;Seckenheim;015;141
21588;2014;101;Seckenheim;019;137
21590;2014;101;Seckenheim;021;127
21592;2014;101;Seckenheim;023;128
21593;2014;101;Seckenheim;024;162
21595;2014;101;Seckenheim;026;141
21604;2014;101;Seckenheim;035;177
21605;2014;101;Seckenheim;036;153
21606;2014;101;Seckenheim;037;153
21608;2014;101;Seckenheim;039;143
21610;2014;101;Seckenheim;041;172
21611;2014;101;Seckenheim;042;183
21612;2014;101;Seckenheim;043;181
21614;2014;101;Seckenheim;045;220
21616;2014;101;Seckenheim;047;236
21622;2014;101;Seckenheim;053;229
21624;2014;101;Seckenheim;055;174
21625;2014;101;Seckenheim;056;164
21627;2014;101;Seckenheim;058;150
21629;2014;101;Seckenheim;060;173
21634;2014;101;Seckenheim;065;141
21635;2014;101;Seckenheim;066;134
21638;2014;101;Seckenheim;069;86
21639;2014;101;Seckenheim;070;116
21642;2014;101;Seckenheim;073;110
21643;2014;101;Seckenheim;074;140
21645;2014;101;Seckenheim;076;106
21646;2014;101;Seckenheim;077;114
21648;2014;101;Seckenheim;079;94
21650;2014;101;Seckenheim;081;51
21651;2014;101;Seckenheim;082;69
21654;2014;101;Seckenheim;85-89;240
21657;2014;102;Hochstätt;001;54
21660;2014;102;Hochstätt;004;60
21664;2014;102;Hochstätt;008;39
21667;2014;102;Hochstätt;011;44
21669;2014;102;Hochstätt;013;43
21670;2014;102;Hochstätt;014;40
21671;2014;102;Hochstätt;015;47
21672;2014;102;Hochstätt;016;49
21673;2014;102;Hochstätt;017;45
21677;2014;102;Hochstätt;021;36
21680;2014;102;Hochstätt;024;71
21689;2014;102;Hochstätt;033;40
21690;2014;102;Hochstätt;034;40
21692;2014;102;Hochstätt;036;50
21698;2014;102;Hochstätt;042;37
21701;2014;102;Hochstätt;045;54
21703;2014;102;Hochstätt;047;47
21704;2014;102;Hochstätt;048;57
21708;2014;102;Hochstätt;052;38
21712;2014;102;Hochstätt;056;35
21713;2014;102;Hochstätt;057;29
21714;2014;102;Hochstätt;058;26
21716;2014;102;Hochstätt;060;35
21721;2014;102;Hochstätt;065;27
21726;2014;102;Hochstätt;070;19
21728;2014;102;Hochstätt;072;11
21731;2014;102;Hochstätt;075;13
21732;2014;102;Hochstätt;076;19
21738;2014;102;Hochstätt;082;9
21744;2014;110;Friedrichsfeld;001;36
21749;2014;110;Friedrichsfeld;006;36
21756;2014;110;Friedrichsfeld;013;42
21757;2014;110;Friedrichsfeld;014;48
21758;2014;110;Friedrichsfeld;015;47
21759;2014;110;Friedrichsfeld;016;53
21760;2014;110;Friedrichsfeld;017;40
21763;2014;110;Friedrichsfeld;020;49
21767;2014;110;Friedrichsfeld;024;70
21773;2014;110;Friedrichsfeld;030;68
21774;2014;110;Friedrichsfeld;031;77
21775;2014;110;Friedrichsfeld;032;59
21782;2014;110;Friedrichsfeld;039;67
21783;2014;110;Friedrichsfeld;040;46
21787;2014;110;Friedrichsfeld;044;77
21791;2014;110;Friedrichsfeld;048;85
21794;2014;110;Friedrichsfeld;051;102
21796;2014;110;Friedrichsfeld;053;88
21797;2014;110;Friedrichsfeld;054;94
21798;2014;110;Friedrichsfeld;055;92
21799;2014;110;Friedrichsfeld;056;85
21802;2014;110;Friedrichsfeld;059;63
21803;2014;110;Friedrichsfeld;060;75
21804;2014;110;Friedrichsfeld;061;82
21806;2014;110;Friedrichsfeld;063;82
21808;2014;110;Friedrichsfeld;065;70
21817;2014;110;Friedrichsfeld;074;80
21819;2014;110;Friedrichsfeld;076;51
21821;2014;110;Friedrichsfeld;078;48
21822;2014;110;Friedrichsfeld;079;50
21825;2014;110;Friedrichsfeld;082;35
21827;2014;110;Friedrichsfeld;084;33
21835;2014;121;Käfertal-Mitte;005;68
21837;2014;121;Käfertal-Mitte;007;67
21842;2014;121;Käfertal-Mitte;012;74
21844;2014;121;Käfertal-Mitte;014;88
21845;2014;121;Käfertal-Mitte;015;89
21849;2014;121;Käfertal-Mitte;019;88
21850;2014;121;Käfertal-Mitte;020;99
21854;2014;121;Käfertal-Mitte;024;101
21857;2014;121;Käfertal-Mitte;027;145
21864;2014;121;Käfertal-Mitte;034;113
21865;2014;121;Käfertal-Mitte;035;118
21866;2014;121;Käfertal-Mitte;036;117
21867;2014;121;Käfertal-Mitte;037;105
21870;2014;121;Käfertal-Mitte;040;108
21874;2014;121;Käfertal-Mitte;044;137
21878;2014;121;Käfertal-Mitte;048;160
21879;2014;121;Käfertal-Mitte;049;159
21881;2014;121;Käfertal-Mitte;051;145
21884;2014;121;Käfertal-Mitte;054;134
21885;2014;121;Käfertal-Mitte;055;123
21891;2014;121;Käfertal-Mitte;061;113
21898;2014;121;Käfertal-Mitte;068;92
21899;2014;121;Käfertal-Mitte;069;71
21900;2014;121;Käfertal-Mitte;070;87
21904;2014;121;Käfertal-Mitte;074;88
21905;2014;121;Käfertal-Mitte;075;100
21906;2014;121;Käfertal-Mitte;076;90
21910;2014;121;Käfertal-Mitte;080;68
21915;2014;121;Käfertal-Mitte;85-89;135
21918;2014;122;Speckweggebiet;001;20
21920;2014;122;Speckweggebiet;003;31
21926;2014;122;Speckweggebiet;009;24
21928;2014;122;Speckweggebiet;011;26
21937;2014;122;Speckweggebiet;020;31
21939;2014;122;Speckweggebiet;022;24
21940;2014;122;Speckweggebiet;023;37
21943;2014;122;Speckweggebiet;026;28
21948;2014;122;Speckweggebiet;031;31
21950;2014;122;Speckweggebiet;033;32
21961;2014;122;Speckweggebiet;044;29
21962;2014;122;Speckweggebiet;045;47
21970;2014;122;Speckweggebiet;053;43
21973;2014;122;Speckweggebiet;056;32
21975;2014;122;Speckweggebiet;058;39
21977;2014;122;Speckweggebiet;060;31
21978;2014;122;Speckweggebiet;061;32
21979;2014;122;Speckweggebiet;062;36
21980;2014;122;Speckweggebiet;063;33
21983;2014;122;Speckweggebiet;066;35
21984;2014;122;Speckweggebiet;067;29
21990;2014;122;Speckweggebiet;073;31
21992;2014;122;Speckweggebiet;075;24
21993;2014;122;Speckweggebiet;076;29
21997;2014;122;Speckweggebiet;080;28
22007;2014;123;Sonnenschein;003;20
22009;2014;123;Sonnenschein;005;23
22011;2014;123;Sonnenschein;007;18
22013;2014;123;Sonnenschein;009;26
22014;2014;123;Sonnenschein;010;29
22023;2014;123;Sonnenschein;019;41
22025;2014;123;Sonnenschein;021;30
22029;2014;123;Sonnenschein;025;28
22038;2014;123;Sonnenschein;034;33
22041;2014;123;Sonnenschein;037;30
22042;2014;123;Sonnenschein;038;25
22045;2014;123;Sonnenschein;041;31
22057;2014;123;Sonnenschein;053;63
22075;2014;123;Sonnenschein;071;46
22076;2014;123;Sonnenschein;072;32
22081;2014;123;Sonnenschein;077;44
22087;2014;123;Sonnenschein;083;18
22088;2014;123;Sonnenschein;084;26
22090;2014;123;Sonnenschein;90+;47
22091;2014;124;Franklin;000;12
